lsoa code,postcode,lsoa name,msoa code,msoa name,ward code,ccg code,local authority code,lsoa 2001 code,lsoa 2011 code,msoa 2001 code,msoa 2011 code
S01006532,AB10 7LP,"Braeside, Mannofield, Broomhill and Seafield East - 01",S02001240,"Braeside, Mannofield, Broomhill and Seafield East",S13002845,012,S12000033,S01000050,S01006532,S02000011,S02001240
S01006532,AB10 7LQ,"Braeside, Mannofield, Broomhill and Seafield East - 01",S02001240,"Braeside, Mannofield, Broomhill and Seafield East",S13002845,012,S12000033,S01000050,S01006532,S02000011,S02001240
S01006532,AB10 7LR,"Braeside, Mannofield, Broomhill and Seafield East - 01",S02001240,"Braeside, Mannofield, Broomhill and Seafield East",S13002845,012,S12000033,S01000050,S01006532,S02000011,S02001240
S01006540,AB10 7LS,"Braeside, Mannofield, Broomhill and Seafield South - 04",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,012,S12000033,S01000044,S01006540,S02000008,S02001241
S01006540,AB10 7LT,"Braeside, Mannofield, Broomhill and Seafield South - 04",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,012,S12000033,S01000048,S01006540,S02000009,S02001241
S01006599,AB10 7LU,Ferryhill South - 02,S02001252,Ferryhill South,S13002845,012,S12000033,S01000047,S01006599,S02000010,S02001252
S01006599,AB10 7LW,Ferryhill South - 02,S02001252,Ferryhill South,S13002845,012,S12000033,S01000047,S01006599,S02000010,S02001252
S01006540,AB10 7LX,"Braeside, Mannofield, Broomhill and Seafield South - 04",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,012,S12000033,S01000048,S01006540,S02000009,S02001241
S01006599,AB10 7LY,Ferryhill South - 02,S02001252,Ferryhill South,S13002845,012,S12000033,S01000047,S01006599,S02000010,S02001252
S01006599,AB10 7LZ,Ferryhill South - 02,S02001252,Ferryhill South,S13002845,012,S12000033,S01000047,S01006599,S02000010,S02001252
S01006540,AB10 7NA,"Braeside, Mannofield, Broomhill and Seafield South - 04",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,012,S12000033,S01000048,S01006540,S02000009,S02001241
S01006540,AB10 7NB,"Braeside, Mannofield, Broomhill and Seafield South - 04",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,012,S12000033,S01000048,S01006540,S02000009,S02001241
S01006540,AB10 7ND,"Braeside, Mannofield, Broomhill and Seafield South - 04",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,012,S12000033,S01000048,S01006540,S02000009,S02001241
S01006532,AB10 7NE,"Braeside, Mannofield, Broomhill and Seafield East - 01",S02001240,"Braeside, Mannofield, Broomhill and Seafield East",S13002845,012,S12000033,S01000050,S01006532,S02000011,S02001240
S01006539,AB10 7NF,"Braeside, Mannofield, Broomhill and Seafield South - 03",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,012,S12000033,S01000049,S01006539,S02000009,S02001241
S01006539,AB10 7NG,"Braeside, Mannofield, Broomhill and Seafield South - 03",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,012,S12000033,S01000049,S01006539,S02000009,S02001241
S01006540,AB10 7NH,"Braeside, Mannofield, Broomhill and Seafield South - 04",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,012,S12000033,S01000048,S01006540,S02000009,S02001241
S01006539,AB10 7NJ,"Braeside, Mannofield, Broomhill and Seafield South - 03",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,012,S12000033,S01000049,S01006539,S02000009,S02001241
S01006540,AB10 7NL,"Braeside, Mannofield, Broomhill and Seafield South - 04",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,012,S12000033,S01000048,S01006540,S02000009,S02001241
S01006540,AB10 7NN,"Braeside, Mannofield, Broomhill and Seafield South - 04",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,012,S12000033,S01000048,S01006540,S02000009,S02001241
S01006539,AB10 7NP,"Braeside, Mannofield, Broomhill and Seafield South - 03",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,012,S12000033,S01000049,S01006539,S02000009,S02001241
S01006540,AB10 7NQ,"Braeside, Mannofield, Broomhill and Seafield South - 04",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,012,S12000033,S01000048,S01006540,S02000009,S02001241
S01006539,AB10 7NR,"Braeside, Mannofield, Broomhill and Seafield South - 03",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,012,S12000033,S01000049,S01006539,S02000009,S02001241
S01006539,AB10 7NS,"Braeside, Mannofield, Broomhill and Seafield South - 03",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,012,S12000033,S01000049,S01006539,S02000009,S02001241
S01006539,AB10 7NT,"Braeside, Mannofield, Broomhill and Seafield South - 03",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,012,S12000033,S01000049,S01006539,S02000009,S02001241
S01006540,AB10 7NU,"Braeside, Mannofield, Broomhill and Seafield South - 04",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,012,S12000033,S01000048,S01006540,S02000009,S02001241
S01006540,AB10 7NW,"Braeside, Mannofield, Broomhill and Seafield South - 04",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,012,S12000033,S01000048,S01006540,S02000009,S02001241
S01006539,AB10 7NX,"Braeside, Mannofield, Broomhill and Seafield South - 03",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,012,S12000033,S01000049,S01006539,S02000009,S02001241
S01006540,AB10 7NY,"Braeside, Mannofield, Broomhill and Seafield South - 04",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,012,S12000033,S01000048,S01006540,S02000009,S02001241
S01006540,AB10 7NZ,"Braeside, Mannofield, Broomhill and Seafield South - 04",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,012,S12000033,S01000048,S01006540,S02000009,S02001241
S01006535,AB10 7PA,"Braeside, Mannofield, Broomhill and Seafield East - 04",S02001240,"Braeside, Mannofield, Broomhill and Seafield East",S13002845,012,S12000033,S01000062,S01006535,S02000011,S02001240
S01006535,AB10 7PB,"Braeside, Mannofield, Broomhill and Seafield East - 04",S02001240,"Braeside, Mannofield, Broomhill and Seafield East",S13002845,012,S12000033,S01000062,S01006535,S02000011,S02001240
S01006533,AB10 7PD,"Braeside, Mannofield, Broomhill and Seafield East - 02",S02001240,"Braeside, Mannofield, Broomhill and Seafield East",S13002845,012,S12000033,S01000058,S01006533,S02000011,S02001240
S01006533,AB10 7PE,"Braeside, Mannofield, Broomhill and Seafield East - 02",S02001240,"Braeside, Mannofield, Broomhill and Seafield East",S13002845,012,S12000033,S01000058,S01006533,S02000011,S02001240
S01006533,AB10 7PF,"Braeside, Mannofield, Broomhill and Seafield East - 02",S02001240,"Braeside, Mannofield, Broomhill and Seafield East",S13002845,012,S12000033,S01000058,S01006533,S02000011,S02001240
S01006539,AB10 7PG,"Braeside, Mannofield, Broomhill and Seafield South - 03",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,012,S12000033,S01000049,S01006539,S02000009,S02001241
S01006539,AB10 7PH,"Braeside, Mannofield, Broomhill and Seafield South - 03",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,012,S12000033,S01000049,S01006539,S02000009,S02001241
S01006539,AB10 7PL,"Braeside, Mannofield, Broomhill and Seafield South - 03",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,012,S12000033,S01000049,S01006539,S02000009,S02001241
S01006532,AB10 7PN,"Braeside, Mannofield, Broomhill and Seafield East - 01",S02001240,"Braeside, Mannofield, Broomhill and Seafield East",S13002845,012,S12000033,S01000050,S01006532,S02000011,S02001240
S01006533,AB10 7PP,"Braeside, Mannofield, Broomhill and Seafield East - 02",S02001240,"Braeside, Mannofield, Broomhill and Seafield East",S13002845,012,S12000033,S01000058,S01006533,S02000011,S02001240
S01006533,AB10 7PQ,"Braeside, Mannofield, Broomhill and Seafield East - 02",S02001240,"Braeside, Mannofield, Broomhill and Seafield East",S13002845,012,S12000033,S01000058,S01006533,S02000011,S02001240
S01006533,AB10 7PR,"Braeside, Mannofield, Broomhill and Seafield East - 02",S02001240,"Braeside, Mannofield, Broomhill and Seafield East",S13002845,012,S12000033,S01000058,S01006533,S02000011,S02001240
S01006533,AB10 7PS,"Braeside, Mannofield, Broomhill and Seafield East - 02",S02001240,"Braeside, Mannofield, Broomhill and Seafield East",S13002845,012,S12000033,S01000058,S01006533,S02000011,S02001240
S01006539,AB10 7PT,"Braeside, Mannofield, Broomhill and Seafield South - 03",S02001241,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,012,S12000033,S01000049,S01006539,S02000009,S02001241
S01006533,AB10 7PU,"Braeside, Mannofield, Broomhill and Seafield East - 02",S02001240,"Braeside, Mannofield, Broomhill and Seafield East",S13002845,012,S12000033,S01000058,S01006533,S02000011,S02001240
S01006533,AB10 7PW,"Braeside, Mannofield, Broomhill and Seafield East - 02",S02001240,"Braeside, Mannofield, Broomhill and Seafield East",S13002845,012,S12000033,S01000058,S01006533,S02000011,S02001240
S01006532,AB10 7PX,"Braeside, Mannofield, Broomhill and Seafield East - 01",S02001240,"Braeside, Mannofield, Broomhill and Seafield East",S13002845,012,S12000033,S01000050,S01006532,S02000011,S02001240
S01006532,AB10 7PY,"Braeside, Mannofield, Broomhill and Seafield East - 01",S02001240,"Braeside, Mannofield, Broomhill and Seafield East",S13002845,012,S12000033,S01000050,S01006532,S02000011,S02001240
S01006529,AB10 7QA,Garthdee - 04,S02001239,Garthdee,S13002845,012,S12000033,S01000043,S01006529,S02000008,S02001239
S01006528,AB10 7QB,Garthdee - 03,S02001239,Garthdee,S13002845,012,S12000033,S01000034,S01006528,S02000004,S02001239
S01006521,AB10 7QD,"Cults, Bieldside and Milltimber East - 04",S02001238,"Cults, Bieldside and Milltimber East",S13002845,012,S12000033,S01000034,S01006521,S02000004,S02001238
S01006528,AB10 7QE,Garthdee - 03,S02001239,Garthdee,S13002845,012,S12000033,S01000035,S01006528,S02000008,S02001239
S01006600,AB10 7QF,Ferryhill South - 03,S02001252,Ferryhill South,S13002846,012,S12000033,S01000053,S01006600,S02000010,S02001252
S01006528,AB10 7QG,Garthdee - 03,S02001239,Garthdee,S13002845,012,S12000033,S01000035,S01006528,S02000008,S02001239
S01006528,AB10 7QQ,Garthdee - 03,S02001239,Garthdee,S13002845,012,S12000033,S01000035,S01006528,S02000008,S02001239
S01006529,AB10 7QX,Garthdee - 04,S02001239,Garthdee,S13002845,012,S12000033,S01000043,S01006529,S02000008,S02001239
S01006529,AB10 7QY,Garthdee - 04,S02001239,Garthdee,S13002845,012,S12000033,S01000043,S01006529,S02000008,S02001239
S01006529,AB10 7RA,Garthdee - 04,S02001239,Garthdee,S13002845,012,S12000033,S01000043,S01006529,S02000008,S02001239
S01006599,AB10 7UG,Ferryhill South - 02,S02001252,Ferryhill South,S13002845,012,S12000033,S01000047,S01006599,S02000010,S02001252
S01006608,AB10 7WA,"Kincorth, Leggart and Nigg South - 01",S02001254,"Kincorth, Leggart and Nigg South",S13002847,012,S12000033,S01000012,S01006608,S02000002,S02001254
S01006608,AB10 7YA,"Kincorth, Leggart and Nigg South - 01",S02001254,"Kincorth, Leggart and Nigg South",S13002847,012,S12000033,S01000012,S01006608,S02000002,S02001254
S01006529,AB10 7YB,Garthdee - 04,S02001239,Garthdee,S13002845,012,S12000033,S01000043,S01006529,S02000008,S02001239
S01006529,AB10 7YD,Garthdee - 04,S02001239,Garthdee,S13002845,012,S12000033,S01000043,S01006529,S02000008,S02001239
S01006529,AB10 7YE,Garthdee - 04,S02001239,Garthdee,S13002845,012,S12000033,S01000043,S01006529,S02000008,S02001239
S01006529,AB10 7YF,Garthdee - 04,S02001239,Garthdee,S13002845,012,S12000033,S01000043,S01006529,S02000008,S02001239
S01006529,AB10 7YG,Garthdee - 04,S02001239,Garthdee,S13002845,012,S12000033,S01000043,S01006529,S02000008,S02001239
S01006608,AB10 7YH,"Kincorth, Leggart and Nigg South - 01",S02001254,"Kincorth, Leggart and Nigg South",S13002847,012,S12000033,S01000012,S01006608,S02000002,S02001254
S01006529,AB10 7YJ,Garthdee - 04,S02001239,Garthdee,S13002845,012,S12000033,S01000043,S01006529,S02000008,S02001239
S01006599,AB10 7YL,Ferryhill South - 02,S02001252,Ferryhill South,S13002845,012,S12000033,S01000047,S01006599,S02000010,S02001252
S01006529,AB10 7YN,Garthdee - 04,S02001239,Garthdee,S13002845,012,S12000033,S01000043,S01006529,S02000008,S02001239
S01006529,AB10 7YP,Garthdee - 04,S02001239,Garthdee,S13002845,012,S12000033,S01000043,S01006529,S02000008,S02001239
S01006608,AB10 7YQ,"Kincorth, Leggart and Nigg South - 01",S02001254,"Kincorth, Leggart and Nigg South",S13002847,012,S12000033,S01000012,S01006608,S02000002,S02001254
S01006599,AB10 7YR,Ferryhill South - 02,S02001252,Ferryhill South,S13002845,012,S12000033,S01000047,S01006599,S02000010,S02001252
S01006599,AB10 7YS,Ferryhill South - 02,S02001252,Ferryhill South,S13002845,012,S12000033,S01000047,S01006599,S02000010,S02001252
S01006608,AB10 7YT,"Kincorth, Leggart and Nigg South - 01",S02001254,"Kincorth, Leggart and Nigg South",S13002847,012,S12000033,S01000012,S01006608,S02000002,S02001254
S01006608,AB10 7YU,"Kincorth, Leggart and Nigg South - 01",S02001254,"Kincorth, Leggart and Nigg South",S13002847,012,S12000033,S01000012,S01006608,S02000002,S02001254
S01006608,AB10 7YW,"Kincorth, Leggart and Nigg South - 01",S02001254,"Kincorth, Leggart and Nigg South",S13002847,012,S12000033,S01000012,S01006608,S02000002,S02001254
S01006529,AB10 7YX,Garthdee - 04,S02001239,Garthdee,S13002845,012,S12000033,S01000043,S01006529,S02000008,S02001239
S01006514,AB1 0AA,"Cults, Bieldside and Milltimber West - 02",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000011,S01006514,S02000007,S02001237
S01006514,AB1 0AB,"Cults, Bieldside and Milltimber West - 02",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000011,S01006514,S02000007,S02001237
S01006514,AB1 0AD,"Cults, Bieldside and Milltimber West - 02",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000011,S01006514,S02000007,S02001237
S01006853,AB1 0AE,"Dunecht, Durris and Drumoak - 01",S02001296,"Dunecht, Durris and Drumoak",S13002864,013,S12000034,S01000333,S01006853,S02000061,S02001296
S01006511,AB1 0AF,Culter - 06,S02001236,Culter,S13002843,012,S12000033,S01000007,S01006511,S02000003,S02001236
S01006506,AB1 0AG,Culter - 01,S02001236,Culter,S13002843,012,S12000033,S01000001,S01006506,S02000003,S02001236
S01006514,AB1 0AJ,"Cults, Bieldside and Milltimber West - 02",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000011,S01006514,S02000007,S02001237
S01006511,AB1 0AL,Culter - 06,S02001236,Culter,S13002843,012,S12000033,S01000011,S01006511,S02000007,S02001236
S01006514,AB1 0AN,"Cults, Bieldside and Milltimber West - 02",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000011,S01006514,S02000007,S02001237
S01006514,AB1 0AP,"Cults, Bieldside and Milltimber West - 02",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000011,S01006514,S02000007,S02001237
S01006514,AB1 0AQ,"Cults, Bieldside and Milltimber West - 02",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000007,S01006514,S02000003,S02001237
S01006853,AB1 0AR,"Dunecht, Durris and Drumoak - 01",S02001296,"Dunecht, Durris and Drumoak",S13002864,013,S12000034,S01000333,S01006853,S02000061,S02001296
S01006853,AB1 0AS,"Dunecht, Durris and Drumoak - 01",S02001296,"Dunecht, Durris and Drumoak",S13002864,013,S12000034,S01000333,S01006853,S02000061,S02001296
S01006853,AB1 0AT,"Dunecht, Durris and Drumoak - 01",S02001296,"Dunecht, Durris and Drumoak",S13002864,013,S12000034,S01000333,S01006853,S02000061,S02001296
S01006853,AB1 0AX,"Dunecht, Durris and Drumoak - 01",S02001296,"Dunecht, Durris and Drumoak",S13002864,013,S12000034,S01000333,S01006853,S02000061,S02001296
S01006853,AB1 0BA,"Dunecht, Durris and Drumoak - 01",S02001296,"Dunecht, Durris and Drumoak",S13002864,013,S12000034,S01000333,S01006853,S02000061,S02001296
S01006853,AB1 0BB,"Dunecht, Durris and Drumoak - 01",S02001296,"Dunecht, Durris and Drumoak",S13002864,013,S12000034,S01000333,S01006853,S02000061,S02001296
S01006853,AB1 0BD,"Dunecht, Durris and Drumoak - 01",S02001296,"Dunecht, Durris and Drumoak",S13002864,013,S12000034,S01000333,S01006853,S02000061,S02001296
S01006853,AB1 0BE,"Dunecht, Durris and Drumoak - 01",S02001296,"Dunecht, Durris and Drumoak",S13002864,013,S12000034,S01000333,S01006853,S02000061,S02001296
S01006853,AB1 0BJ,"Dunecht, Durris and Drumoak - 01",S02001296,"Dunecht, Durris and Drumoak",S13002864,013,S12000034,S01000333,S01006853,S02000061,S02001296
S01006853,AB1 0BL,"Dunecht, Durris and Drumoak - 01",S02001296,"Dunecht, Durris and Drumoak",S13002864,013,S12000034,S01000333,S01006853,S02000061,S02001296
S01006853,AB1 0BN,"Dunecht, Durris and Drumoak - 01",S02001296,"Dunecht, Durris and Drumoak",S13002864,013,S12000034,S01000333,S01006853,S02000061,S02001296
S01006853,AB1 0BP,"Dunecht, Durris and Drumoak - 01",S02001296,"Dunecht, Durris and Drumoak",S13002864,013,S12000034,S01000333,S01006853,S02000061,S02001296
S01006853,AB1 0BQ,"Dunecht, Durris and Drumoak - 01",S02001296,"Dunecht, Durris and Drumoak",S13002864,013,S12000034,S01000333,S01006853,S02000061,S02001296
S01006853,AB1 0BR,"Dunecht, Durris and Drumoak - 01",S02001296,"Dunecht, Durris and Drumoak",S13002864,013,S12000034,S01000333,S01006853,S02000061,S02001296
S01006853,AB1 0BS,"Dunecht, Durris and Drumoak - 01",S02001296,"Dunecht, Durris and Drumoak",S13002864,013,S12000034,S01000333,S01006853,S02000061,S02001296
S01006853,AB1 0BT,"Dunecht, Durris and Drumoak - 01",S02001296,"Dunecht, Durris and Drumoak",S13002864,013,S12000034,S01000333,S01006853,S02000061,S02001296
S01006853,AB1 0BX,"Dunecht, Durris and Drumoak - 01",S02001296,"Dunecht, Durris and Drumoak",S13002864,013,S12000034,S01000333,S01006853,S02000061,S02001296
S01006853,AB1 0BY,"Dunecht, Durris and Drumoak - 01",S02001296,"Dunecht, Durris and Drumoak",S13002864,013,S12000034,S01000333,S01006853,S02000061,S02001296
S01006853,AB1 0BZ,"Dunecht, Durris and Drumoak - 01",S02001296,"Dunecht, Durris and Drumoak",S13002864,013,S12000034,S01000333,S01006853,S02000061,S02001296
S01006853,AB1 0DA,"Dunecht, Durris and Drumoak - 01",S02001296,"Dunecht, Durris and Drumoak",S13002864,013,S12000034,S01000333,S01006853,S02000061,S02001296
S01006853,AB1 0DB,"Dunecht, Durris and Drumoak - 01",S02001296,"Dunecht, Durris and Drumoak",S13002864,013,S12000034,S01000333,S01006853,S02000061,S02001296
S01006853,AB1 0DD,"Dunecht, Durris and Drumoak - 01",S02001296,"Dunecht, Durris and Drumoak",S13002864,013,S12000034,S01000333,S01006853,S02000061,S02001296
S01006514,AB1 0DJ,"Cults, Bieldside and Milltimber West - 02",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000011,S01006514,S02000007,S02001237
S01006514,AB1 0DL,"Cults, Bieldside and Milltimber West - 02",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000011,S01006514,S02000007,S02001237
S01006514,AB1 0DN,"Cults, Bieldside and Milltimber West - 02",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000011,S01006514,S02000007,S02001237
S01006514,AB1 0DP,"Cults, Bieldside and Milltimber West - 02",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000011,S01006514,S02000007,S02001237
S01006514,AB1 0DQ,"Cults, Bieldside and Milltimber West - 02",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000011,S01006514,S02000007,S02001237
S01006513,AB1 0DR,"Cults, Bieldside and Milltimber West - 01",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000019,S01006513,S02000007,S02001237
S01006513,AB1 0DS,"Cults, Bieldside and Milltimber West - 01",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000019,S01006513,S02000007,S02001237
S01006513,AB1 0DT,"Cults, Bieldside and Milltimber West - 01",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000019,S01006513,S02000007,S02001237
S01006514,AB1 0DU,"Cults, Bieldside and Milltimber West - 02",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000011,S01006514,S02000007,S02001237
S01006516,AB1 0DX,"Cults, Bieldside and Milltimber West - 04",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000019,S01006516,S02000007,S02001237
S01006514,AB1 0DY,"Cults, Bieldside and Milltimber West - 02",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000011,S01006514,S02000007,S02001237
S01006516,AB1 0EA,"Cults, Bieldside and Milltimber West - 04",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000016,S01006516,S02000007,S02001237
S01006513,AB1 0EB,"Cults, Bieldside and Milltimber West - 01",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000019,S01006513,S02000007,S02001237
S01006513,AB1 0ED,"Cults, Bieldside and Milltimber West - 01",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000019,S01006513,S02000007,S02001237
S01006513,AB1 0EE,"Cults, Bieldside and Milltimber West - 01",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000019,S01006513,S02000007,S02001237
S01006514,AB1 0EF,"Cults, Bieldside and Milltimber West - 02",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000011,S01006514,S02000007,S02001237
S01006514,AB1 0EH,"Cults, Bieldside and Milltimber West - 02",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000011,S01006514,S02000007,S02001237
S01006514,AB1 0EJ,"Cults, Bieldside and Milltimber West - 02",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000011,S01006514,S02000007,S02001237
S01006515,AB1 0EL,"Cults, Bieldside and Milltimber West - 03",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000023,S01006515,S02000007,S02001237
S01006514,AB1 0EN,"Cults, Bieldside and Milltimber West - 02",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000011,S01006514,S02000007,S02001237
S01006515,AB1 0EP,"Cults, Bieldside and Milltimber West - 03",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000023,S01006515,S02000007,S02001237
S01006515,AB1 0EQ,"Cults, Bieldside and Milltimber West - 03",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000023,S01006515,S02000007,S02001237
S01006515,AB1 0ER,"Cults, Bieldside and Milltimber West - 03",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000023,S01006515,S02000007,S02001237
S01006515,AB1 0ES,"Cults, Bieldside and Milltimber West - 03",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000023,S01006515,S02000007,S02001237
S01006515,AB1 0ET,"Cults, Bieldside and Milltimber West - 03",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000023,S01006515,S02000007,S02001237
S01006514,AB1 0EU,"Cults, Bieldside and Milltimber West - 02",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000011,S01006514,S02000007,S02001237
S01006514,AB1 0EW,"Cults, Bieldside and Milltimber West - 02",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000011,S01006514,S02000007,S02001237
S01006515,AB1 0EX,"Cults, Bieldside and Milltimber West - 03",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000023,S01006515,S02000007,S02001237
S01006514,AB1 0HA,"Cults, Bieldside and Milltimber West - 02",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000011,S01006514,S02000007,S02001237
S01006514,AB1 0HB,"Cults, Bieldside and Milltimber West - 02",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000011,S01006514,S02000007,S02001237
S01006514,AB1 0HD,"Cults, Bieldside and Milltimber West - 02",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000016,S01006514,S02000007,S02001237
S01006513,AB1 0HJ,"Cults, Bieldside and Milltimber West - 01",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000019,S01006513,S02000007,S02001237
S01006516,AB1 0HL,"Cults, Bieldside and Milltimber West - 04",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000016,S01006516,S02000007,S02001237
S01006513,AB1 0HN,"Cults, Bieldside and Milltimber West - 01",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000019,S01006513,S02000007,S02001237
S01006513,AB1 0HP,"Cults, Bieldside and Milltimber West - 01",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000019,S01006513,S02000007,S02001237
S01006513,AB1 0HQ,"Cults, Bieldside and Milltimber West - 01",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000019,S01006513,S02000007,S02001237
S01006513,AB1 0HR,"Cults, Bieldside and Milltimber West - 01",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000019,S01006513,S02000007,S02001237
S01006516,AB1 0HS,"Cults, Bieldside and Milltimber West - 04",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000016,S01006516,S02000007,S02001237
S01006516,AB1 0HT,"Cults, Bieldside and Milltimber West - 04",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000016,S01006516,S02000007,S02001237
S01006513,AB1 0HU,"Cults, Bieldside and Milltimber West - 01",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000019,S01006513,S02000007,S02001237
S01006516,AB1 0HX,"Cults, Bieldside and Milltimber West - 04",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000016,S01006516,S02000007,S02001237
S01006515,AB1 0JA,"Cults, Bieldside and Milltimber West - 03",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000023,S01006515,S02000007,S02001237
S01006515,AB1 0JB,"Cults, Bieldside and Milltimber West - 03",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000023,S01006515,S02000007,S02001237
S01006515,AB1 0JD,"Cults, Bieldside and Milltimber West - 03",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000023,S01006515,S02000007,S02001237
S01006515,AB1 0JE,"Cults, Bieldside and Milltimber West - 03",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000023,S01006515,S02000007,S02001237
S01006515,AB1 0JG,"Cults, Bieldside and Milltimber West - 03",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000023,S01006515,S02000007,S02001237
S01006515,AB1 0JH,"Cults, Bieldside and Milltimber West - 03",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000023,S01006515,S02000007,S02001237
