lsoa code,postcode,lsoa name,msoa code,msoa name,ward code,ccg code,local authority code,lsoa 2001 code,lsoa 2011 code,msoa 2001 code,msoa 2011 code
S01006646,AB10 1AA,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006646,AB10 1AB,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006646,AB10 1AD,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006646,AB10 1AF,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006646,AB10 1AG,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006586,AB10 1AH,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006646,AB10 1AJ,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006646,AB10 1AL,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006646,AB10 1AN,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006646,AB10 1AP,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006586,AB10 1AQ,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1AR,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006646,AB10 1AS,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006586,AB10 1AU,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1AW,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006646,AB10 1AX,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006646,AB10 1AY,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006571,AB10 1AZ,West End North - 01,S02001247,West End North,S13002844,012,S12000033,S01000101,S01006571,S02000019,S02001247
S01006646,AB10 1BA,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006586,AB10 1BB,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1BD,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006571,AB10 1BE,West End North - 01,S02001247,West End North,S13002844,012,S12000033,S01000101,S01006571,S02000019,S02001247
S01006586,AB10 1BF,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006646,AB10 1BG,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006608,AB10 1BH,"Kincorth, Leggart and Nigg South - 01",S02001254,"Kincorth, Leggart and Nigg South",S13002847,012,S12000033,S01000012,S01006608,S02000002,S02001254
S01006586,AB10 1BJ,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006646,AB10 1BL,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006586,AB10 1BN,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006646,AB10 1BP,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006586,AB10 1BQ,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006571,AB10 1BR,West End North - 01,S02001247,West End North,S13002844,012,S12000033,S01000101,S01006571,S02000019,S02001247
S01006646,AB10 1BS,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006586,AB10 1BT,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006646,AB10 1BU,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006646,AB10 1BW,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006586,AB10 1BX,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1BY,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1BZ,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1DA,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006571,AB10 1DB,West End North - 01,S02001247,West End North,S13002844,012,S12000033,S01000101,S01006571,S02000019,S02001247
S01006646,AB10 1DD,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006646,AB10 1DE,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006586,AB10 1DG,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1DH,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006585,AB10 1DQ,City Centre West - 04,S02001249,City Centre West,S13002841,012,S12000033,S01000102,S01006585,S02000018,S02001249
S01006608,AB10 1DU,"Kincorth, Leggart and Nigg South - 01",S02001254,"Kincorth, Leggart and Nigg South",S13002847,012,S12000033,S01000012,S01006608,S02000002,S02001254
S01006608,AB10 1DW,"Kincorth, Leggart and Nigg South - 01",S02001254,"Kincorth, Leggart and Nigg South",S13002847,012,S12000033,S01000012,S01006608,S02000002,S02001254
S01006585,AB10 1DX,City Centre West - 04,S02001249,City Centre West,S13002841,012,S12000033,S01000102,S01006585,S02000018,S02001249
S01006563,AB10 1DY,Midstocket - 06,S02001245,Midstocket,S13002841,012,S12000033,S01000141,S01006563,S02000023,S02001245
S01006585,AB10 1EF,City Centre West - 04,S02001249,City Centre West,S13002841,012,S12000033,S01000102,S01006585,S02000018,S02001249
S01006646,AB10 1EH,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006646,AB10 1EL,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006608,AB10 1EP,"Kincorth, Leggart and Nigg South - 01",S02001254,"Kincorth, Leggart and Nigg South",S13002847,012,S12000033,S01000012,S01006608,S02000002,S02001254
S01006571,AB10 1EX,West End North - 01,S02001247,West End North,S13002844,012,S12000033,S01000101,S01006571,S02000019,S02001247
S01006646,AB10 1EY,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006646,AB10 1EZ,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006586,AB10 1FE,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006646,AB10 1FF,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006646,AB10 1FG,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006586,AB10 1FH,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006647,AB10 1FL,George Street - 03,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006647,S02000024,S02001261
S01006608,AB10 1FN,"Kincorth, Leggart and Nigg South - 01",S02001254,"Kincorth, Leggart and Nigg South",S13002847,012,S12000033,S01000012,S01006608,S02000002,S02001254
S01006586,AB10 1FQ,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1FR,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1FS,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006646,AB10 1FT,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006571,AB10 1FW,West End North - 01,S02001247,West End North,S13002844,012,S12000033,S01000101,S01006571,S02000019,S02001247
S01006584,AB10 1FX,City Centre West - 03,S02001249,City Centre West,S13002844,012,S12000033,S01000103,S01006584,S02000018,S02001249
S01006646,AB10 1FY,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006586,AB10 1GA,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1GB,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1GD,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1GE,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1GF,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006623,AB10 1GJ,Cove North - 05,S02001256,Cove North,S13002847,012,S12000033,S01000037,S01006623,S02000005,S02001256
S01006608,AB10 1GL,"Kincorth, Leggart and Nigg South - 01",S02001254,"Kincorth, Leggart and Nigg South",S13002847,012,S12000033,S01000012,S01006608,S02000002,S02001254
S01006608,AB10 1GN,"Kincorth, Leggart and Nigg South - 01",S02001254,"Kincorth, Leggart and Nigg South",S13002847,012,S12000033,S01000012,S01006608,S02000002,S02001254
S01006608,AB10 1GQ,"Kincorth, Leggart and Nigg South - 01",S02001254,"Kincorth, Leggart and Nigg South",S13002847,012,S12000033,S01000012,S01006608,S02000002,S02001254
S01006608,AB10 1GR,"Kincorth, Leggart and Nigg South - 01",S02001254,"Kincorth, Leggart and Nigg South",S13002847,012,S12000033,S01000012,S01006608,S02000002,S02001254
S01006608,AB10 1GS,"Kincorth, Leggart and Nigg South - 01",S02001254,"Kincorth, Leggart and Nigg South",S13002847,012,S12000033,S01000012,S01006608,S02000002,S02001254
S01006586,AB10 1GT,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006608,AB10 1GU,"Kincorth, Leggart and Nigg South - 01",S02001254,"Kincorth, Leggart and Nigg South",S13002847,012,S12000033,S01000012,S01006608,S02000002,S02001254
S01006608,AB10 1GW,"Kincorth, Leggart and Nigg South - 01",S02001254,"Kincorth, Leggart and Nigg South",S13002847,012,S12000033,S01000012,S01006608,S02000002,S02001254
S01006646,AB10 1GY,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006646,AB10 1GZ,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006585,AB10 1HA,City Centre West - 04,S02001249,City Centre West,S13002841,012,S12000033,S01000102,S01006585,S02000018,S02001249
S01006586,AB10 1HB,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1HD,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1HE,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1HF,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006584,AB10 1HG,City Centre West - 03,S02001249,City Centre West,S13002844,012,S12000033,S01000103,S01006584,S02000018,S02001249
S01006586,AB10 1HH,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1HJ,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1HL,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1HN,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1HP,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1HQ,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1HS,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006564,AB10 1HT,Rosemount - 01,S02001246,Rosemount,S13002841,012,S12000033,S01000112,S01006564,S02000021,S02001246
S01006646,AB10 1HW,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006586,AB10 1JA,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006571,AB10 1JB,West End North - 01,S02001247,West End North,S13002844,012,S12000033,S01000101,S01006571,S02000019,S02001247
S01006586,AB10 1JD,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1JE,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1JF,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1JG,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1JH,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1JJ,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1JL,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1JN,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1JP,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1JQ,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1JR,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1JS,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1JT,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1JU,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006647,AB10 1JW,George Street - 03,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006647,S02000024,S02001261
S01006586,AB10 1JX,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1JY,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1JZ,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1LA,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1LB,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006584,AB10 1LE,City Centre West - 03,S02001249,City Centre West,S13002841,012,S12000033,S01000103,S01006584,S02000018,S02001249
S01006586,AB10 1LG,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006585,AB10 1LH,City Centre West - 04,S02001249,City Centre West,S13002841,012,S12000033,S01000102,S01006585,S02000018,S02001249
S01006586,AB10 1LL,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006646,AB10 1LP,George Street - 02,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006646,S02000024,S02001261
S01006647,AB10 1LQ,George Street - 03,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006647,S02000024,S02001261
S01006647,AB10 1LU,George Street - 03,S02001261,George Street,S13002842,012,S12000033,S01000125,S01006647,S02000024,S02001261
S01006586,AB10 1LW,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1LX,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006585,AB10 1NG,City Centre West - 04,S02001249,City Centre West,S13002841,012,S12000033,S01000102,S01006585,S02000018,S02001249
S01006586,AB10 1NJ,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1NL,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1NN,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1NP,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006584,AB10 1NS,City Centre West - 03,S02001249,City Centre West,S13002844,012,S12000033,S01000103,S01006584,S02000018,S02001249
S01006571,AB10 1NT,West End North - 01,S02001247,West End North,S13002844,012,S12000033,S01000101,S01006571,S02000019,S02001247
S01006608,AB10 1NU,"Kincorth, Leggart and Nigg South - 01",S02001254,"Kincorth, Leggart and Nigg South",S13002847,012,S12000033,S01000012,S01006608,S02000002,S02001254
S01006571,AB10 1NW,West End North - 01,S02001247,West End North,S13002844,012,S12000033,S01000101,S01006571,S02000019,S02001247
S01006587,AB10 1NX,City Centre East - 01,S02001250,City Centre East,S13002846,012,S12000033,S01000098,S01006587,S02000018,S02001250
S01006586,AB10 1NY,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006608,AB10 1NZ,"Kincorth, Leggart and Nigg South - 01",S02001254,"Kincorth, Leggart and Nigg South",S13002847,012,S12000033,S01000012,S01006608,S02000002,S02001254
S01006585,AB10 1PA,City Centre West - 04,S02001249,City Centre West,S13002841,012,S12000033,S01000102,S01006585,S02000018,S02001249
S01006571,AB10 1PB,West End North - 01,S02001247,West End North,S13002844,012,S12000033,S01000101,S01006571,S02000019,S02001247
S01006585,AB10 1PD,City Centre West - 04,S02001249,City Centre West,S13002841,012,S12000033,S01000102,S01006585,S02000018,S02001249
S01006584,AB10 1PE,City Centre West - 03,S02001249,City Centre West,S13002841,012,S12000033,S01000103,S01006584,S02000018,S02001249
S01006564,AB10 1PF,Rosemount - 01,S02001246,Rosemount,S13002841,012,S12000033,S01000112,S01006564,S02000021,S02001246
S01006564,AB10 1PG,Rosemount - 01,S02001246,Rosemount,S13002841,012,S12000033,S01000112,S01006564,S02000021,S02001246
S01006585,AB10 1PH,City Centre West - 04,S02001249,City Centre West,S13002841,012,S12000033,S01000102,S01006585,S02000018,S02001249
S01006571,AB10 1PJ,West End North - 01,S02001247,West End North,S13002844,012,S12000033,S01000101,S01006571,S02000019,S02001247
S01006571,AB10 1PL,West End North - 01,S02001247,West End North,S13002841,012,S12000033,S01000103,S01006571,S02000018,S02001247
S01006584,AB10 1PN,City Centre West - 03,S02001249,City Centre West,S13002841,012,S12000033,S01000103,S01006584,S02000018,S02001249
S01006584,AB10 1PP,City Centre West - 03,S02001249,City Centre West,S13002844,012,S12000033,S01000103,S01006584,S02000018,S02001249
S01006571,AB10 1PQ,West End North - 01,S02001247,West End North,S13002844,012,S12000033,S01000101,S01006571,S02000019,S02001247
S01006586,AB10 1PR,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006571,AB10 1PS,West End North - 01,S02001247,West End North,S13002841,012,S12000033,S01000101,S01006571,S02000019,S02001247
S01006585,AB10 1PT,City Centre West - 04,S02001249,City Centre West,S13002841,012,S12000033,S01000102,S01006585,S02000018,S02001249
S01006584,AB10 1PU,City Centre West - 03,S02001249,City Centre West,S13002841,012,S12000033,S01000103,S01006584,S02000018,S02001249
S01006585,AB10 1PW,City Centre West - 04,S02001249,City Centre West,S13002841,012,S12000033,S01000102,S01006585,S02000018,S02001249
S01006608,AB10 1PX,"Kincorth, Leggart and Nigg South - 01",S02001254,"Kincorth, Leggart and Nigg South",S13002847,012,S12000033,S01000012,S01006608,S02000002,S02001254
S01006571,AB10 1PY,West End North - 01,S02001247,West End North,S13002844,012,S12000033,S01000101,S01006571,S02000019,S02001247
S01006585,AB10 1PZ,City Centre West - 04,S02001249,City Centre West,S13002841,012,S12000033,S01000102,S01006585,S02000018,S02001249
S01006584,AB10 1QA,City Centre West - 03,S02001249,City Centre West,S13002841,012,S12000033,S01000103,S01006584,S02000018,S02001249
S01006571,AB10 1QB,West End North - 01,S02001247,West End North,S13002844,012,S12000033,S01000101,S01006571,S02000019,S02001247
S01006586,AB10 1QD,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1QE,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006571,AB10 1QG,West End North - 01,S02001247,West End North,S13002844,012,S12000033,S01000101,S01006571,S02000019,S02001247
S01006585,AB10 1QH,City Centre West - 04,S02001249,City Centre West,S13002841,012,S12000033,S01000102,S01006585,S02000018,S02001249
S01006584,AB10 1QJ,City Centre West - 03,S02001249,City Centre West,S13002841,012,S12000033,S01000103,S01006584,S02000018,S02001249
S01006584,AB10 1QL,City Centre West - 03,S02001249,City Centre West,S13002841,012,S12000033,S01000103,S01006584,S02000018,S02001249
S01006584,AB10 1QN,City Centre West - 03,S02001249,City Centre West,S13002841,012,S12000033,S01000103,S01006584,S02000018,S02001249
S01006584,AB10 1QP,City Centre West - 03,S02001249,City Centre West,S13002841,012,S12000033,S01000103,S01006584,S02000018,S02001249
S01006564,AB10 1QQ,Rosemount - 01,S02001246,Rosemount,S13002841,012,S12000033,S01000112,S01006564,S02000021,S02001246
S01006586,AB10 1QR,City Centre West - 05,S02001249,City Centre West,S13002842,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1QS,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1QT,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1QU,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006571,AB10 1QW,West End North - 01,S02001247,West End North,S13002841,012,S12000033,S01000103,S01006571,S02000018,S02001247
S01006586,AB10 1QX,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1QY,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1QZ,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1RA,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1RB,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1RD,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1RE,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1RF,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006571,AB10 1RG,West End North - 01,S02001247,West End North,S13002844,012,S12000033,S01000101,S01006571,S02000019,S02001247
S01006586,AB10 1RH,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1RJ,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1RL,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1RN,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1RP,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1RQ,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1RR,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1RS,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006585,AB10 1RT,City Centre West - 04,S02001249,City Centre West,S13002841,012,S12000033,S01000102,S01006585,S02000018,S02001249
S01006571,AB10 1RU,West End North - 01,S02001247,West End North,S13002844,012,S12000033,S01000101,S01006571,S02000019,S02001247
S01006571,AB10 1RW,West End North - 01,S02001247,West End North,S13002844,012,S12000033,S01000101,S01006571,S02000019,S02001247
S01006586,AB10 1RX,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1RY,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006571,AB10 1RZ,West End North - 01,S02001247,West End North,S13002841,012,S12000033,S01000101,S01006571,S02000019,S02001247
S01006585,AB10 1SA,City Centre West - 04,S02001249,City Centre West,S13002841,012,S12000033,S01000102,S01006585,S02000018,S02001249
S01006585,AB10 1SB,City Centre West - 04,S02001249,City Centre West,S13002841,012,S12000033,S01000102,S01006585,S02000018,S02001249
S01006585,AB10 1SD,City Centre West - 04,S02001249,City Centre West,S13002841,012,S12000033,S01000102,S01006585,S02000018,S02001249
S01006585,AB10 1SE,City Centre West - 04,S02001249,City Centre West,S13002841,012,S12000033,S01000102,S01006585,S02000018,S02001249
S01006571,AB10 1SF,West End North - 01,S02001247,West End North,S13002844,012,S12000033,S01000101,S01006571,S02000019,S02001247
S01006585,AB10 1SG,City Centre West - 04,S02001249,City Centre West,S13002841,012,S12000033,S01000102,S01006585,S02000018,S02001249
S01006586,AB10 1SH,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006586,AB10 1SJ,City Centre West - 05,S02001249,City Centre West,S13002841,012,S12000033,S01000109,S01006586,S02000018,S02001249
S01006585,AB10 1SL,City Centre West - 04,S02001249,City Centre West,S13002841,012,S12000033,S01000102,S01006585,S02000018,S02001249
